"","name","category","main_category","currency","deadline","goal","launched","pledged","backers","country","usd.pledged","usd_pledged_real","usd_goal_real","class"
"165286","The Tiny-TS an Open-Sourced DIY Touch Synthesizer","DIY Electronics","Technology","SEK","2017-01-08",20000,"2016-12-09 00:20:16",57845,149,"SE",438.09,6499.95,2247.37,"successful"
"297830","The recording of my first EP ""What The World's About""","World Music","Music","USD","2016-04-13",3000,"2016-03-14 19:02:41",3105,9,"US",3105,3105,3000,"successful"
"100493","CHIMPAN-Z","Children's Books","Publishing","USD","2015-10-13",6750,"2015-09-12 17:17:03",7644,129,"US",7644,7644,6750,"successful"
"62657","Builpr","3D Printing","Technology","EUR","2017-07-15",5000,"2017-06-15 14:22:27",76,4,"DE",0,88.48,5820.99,"failed"
"1634","Healing the Spirit Documentary NewYork","Documentary","Film & Video","USD","2016-03-09",7000,"2016-02-08 17:02:13",26,2,"US",26,26,7000,"failed"
"322152","""Tindal Muzic,"" My First EP","Music","Music","USD","2016-03-31",1000,"2016-03-08 16:34:43",310,12,"US",310,310,1000,"failed"
"279741","Local Heroes Leadership","Nonfiction","Publishing","USD","2010-09-11",7000,"2010-06-26 02:26:24",0,0,"US",0,0,7000,"failed"
"138549","Table Wine","Drinks","Food","USD","2015-07-24",12000,"2015-06-23 14:19:14",13005,94,"US",13005,13005,12000,"successful"
"229599","Prynt: the first instant camera case for iPhone and Android","Gadgets","Technology","USD","2015-03-03",50000,"2015-01-27 14:53:01",1576011.1,9023,"US",1576011.1,1576011.1,50000,"successful"
"127133","Documentary as a Tool in the Hands of Young Artisans","Documentary","Film & Video","USD","2015-06-05",6000,"2015-05-05 17:10:24",6390,94,"US",6390,6390,6000,"successful"
"150099","NODO Knotted Jewelry and Accessories","Jewelry","Fashion","GBP","2015-06-26",4000,"2015-05-27 18:46:21",4021,63,"GB",6210.83,6323.62,6290.59,"successful"
"185376","Mouthpiece Mount by GoSurf Accessories","Product Design","Design","USD","2014-10-24",5000,"2014-09-17 14:48:10",5007,86,"US",5007,5007,5000,"successful"
"211015","RingMasters","Webseries","Film & Video","USD","2012-06-15",30000,"2012-05-01 20:30:29",6,2,"US",6,6,30000,"failed"
"137447","Anya: A Russian Fairytale","Musical","Theater","CAD","2015-07-30",3500,"2015-06-30 01:09:47",3500,15,"CA",2840.84,2682.4,2682.4,"successful"
"192204","Matt Bauer records The Jessamine County Book of the Living","Music","Music","USD","2010-04-06",5000,"2010-01-10 19:00:17",5171.23,86,"US",5171.23,5171.23,5000,"successful"
"72910","Vespas and Lambrettas illustrations","Digital Art","Art","GBP","2014-05-25",10000,"2014-04-25 21:03:40",50,1,"GB",83.93,83.67,16734.72,"failed"
"70817","BOT libre","Software","Technology","CAD","2015-06-29",1e+05,"2015-04-30 18:25:51",663,15,"CA",550.37,526.94,79478.62,"failed"
"52543","Win Today! Oliver's 7 Key's To Success In Just A Page A Day","Nonfiction","Publishing","USD","2017-02-04",3000,"2017-01-05 23:51:20",0,0,"US",0,0,3000,"failed"
"141679","Lono Sauces","Food","Food","USD","2015-03-19",3000,"2015-01-18 01:55:14",8564,211,"US",8564,8564,3000,"successful"
"49383","'LONDON BREAD' - Making the Official Music Video","Film & Video","Film & Video","GBP","2013-12-20",4000,"2013-11-20 21:01:20",4431.72,96,"GB",7137.45,7249.07,6542.9,"successful"
"1511","My Bro: Athletic Jerseys for Little Champs","Fashion","Fashion","USD","2014-04-05",16000,"2014-03-05 12:37:30",2654.71,70,"US",2654.71,2654.71,16000,"failed"
"233631","BIPUS STAND","Product Design","Design","USD","2015-09-09",1350,"2015-08-10 22:39:37",1372,24,"US",1372,1372,1350,"successful"
"308551","Meeting Made in Bali - A Film Festival Short","Shorts","Film & Video","USD","2012-07-01",12500,"2012-05-19 12:20:28",17445,173,"US",17445,17445,12500,"successful"
"311573","Only 24 Hours to Fund a Film!!!","Shorts","Film & Video","USD","2010-04-24",130,"2010-04-23 04:09:30",148,30,"US",148,148,130,"successful"
"329920","Lucid Vision Oracles","Playing Cards","Games","USD","2017-07-13",3000,"2017-06-13 18:11:48",480,10,"US",120,480,3000,"failed"
"233450","Far From Home: A Series About Curling","Documentary","Film & Video","CAD","2016-05-08",65000,"2016-03-09 18:54:24",22224,145,"CA",16676.67,17251.98,50458,"failed"
"331945","Sutil bring t-shirts into art","Apparel","Fashion","GBP","2017-12-12",30000,"2017-10-13 17:36:50",0,0,"GB",0,0,40132.17,"failed"
"177861","Convergence: First Ever Mass Meditation App","Apps","Technology","USD","2017-10-05",5000,"2017-09-21 11:53:11",128,3,"US",0,128,5000,"failed"
"94895","The Gods Have Spoken (5th Edition RPG Supplement)","Tabletop Games","Games","USD","2017-01-31",600,"2017-01-01 20:11:29",3099,106,"US",1052,3099,600,"successful"
"225850","Mistborn Allomancy Dice","Tabletop Games","Games","USD","2015-01-25",4000,"2014-12-15 19:00:28",42831.2,1561,"US",42831.2,42831.2,4000,"successful"
"375837","The Recording and Release of 'The Destruction Cycle'","Rock","Music","CAD","2013-12-26",4000,"2013-12-03 18:46:47",4118,25,"CA",3876.96,3861.59,3750.94,"successful"
"159126","Prohibition 2.0","Film & Video","Film & Video","USD","2013-07-11",3000,"2013-06-06 03:49:17",545,20,"US",545,545,3000,"failed"
"129955","The Charlton Arrow #6 & The Comic Book Guide for Creators!","Comic Books","Comics","USD","2017-05-06",1000,"2017-04-24 15:23:46",3077,83,"US",489,3077,1000,"successful"
"281132","Mardi Gras Indian and R&B Revue","R&B","Music","USD","2015-10-24",5000,"2015-09-24 03:20:03",311,9,"US",311,311,5000,"failed"
"102153","Fishy Wall Art Project","Sculpture","Art","USD","2012-11-30",800,"2012-10-31 18:26:57",945,19,"US",945,945,800,"successful"
"119592","Vanished","Video Games","Games","USD","2015-06-27",25000,"2015-05-28 07:48:39",13,2,"US",13,13,25000,"failed"
"245769","How YOU can CATCH A CHEATER RED HANDED!","Publishing","Publishing","USD","2015-03-26",50000,"2015-02-24 03:10:00",0,0,"US",0,0,50000,"failed"
"191678","HELP WAX IDOLS MAKE A RECORD!","Music","Music","USD","2011-04-09",1000,"2011-01-09 04:03:13",1350,36,"US",1350,1350,1000,"successful"
"305634","Royalty Free: The Music of Kevin MacLeod","Documentary","Film & Video","USD","2014-11-14",30000,"2014-10-14 19:42:25",30608.59,524,"US",30608.59,30608.59,30000,"successful"
"187109","YASUNI MAN - THE FILM","Documentary","Film & Video","USD","2010-10-10",60000,"2010-08-21 00:56:36",22303,244,"US",22303,22303,60000,"failed"
"248370","World War II Library and Social Network","People","Photography","GBP","2015-08-20",60000,"2015-07-21 19:49:46",10,1,"GB",15.59,15.67,94035.04,"failed"
"236368","Sex, Love & Food","Fiction","Publishing","USD","2013-12-21",5000,"2013-11-21 22:37:23",1,1,"US",1,1,5000,"failed"
"145359","Photographing fans of the all premiership football clubs","People","Photography","GBP","2014-08-16",7500,"2014-07-17 09:25:08",1,1,"GB",1.71,1.66,12433.07,"failed"
"111565","Poster Designs - Beyond Accuracy","Art","Art","GBP","2013-10-19",1500,"2013-09-19 15:59:12",1550,12,"GB",2464.53,2506.67,2425.81,"successful"
"101800","Top Spin, a ping pong documentary","Documentary","Film & Video","USD","2011-07-20",20000,"2011-06-20 20:27:43",26100.1,178,"US",26100.1,26100.1,20000,"successful"
"240609","THE BARRETT STANDARD - Starts With You!","Apparel","Fashion","USD","2015-04-01",20000,"2015-03-02 18:42:35",20463,55,"US",20463,20463,20000,"successful"
"261430","""A Better Life "" Movie Project","Narrative Film","Film & Video","USD","2013-07-18",2000,"2013-06-18 17:54:08",2050,7,"US",2050,2050,2000,"successful"
"209882","The Collective","Photography","Photography","GBP","2014-06-11",1000,"2014-05-13 09:04:06",1065,28,"GB",1794.78,1806.46,1696.21,"successful"
"335314","FOND Bone Broth: Pasture Raised, Hand Crafted, Shelf Stable","Small Batch","Food","USD","2016-12-21",50000,"2016-11-21 00:14:50",5765,57,"US",124,5765,50000,"failed"
"235290","LIL' BOSS : Urban inspired caps and beanies for kids","Childrenswear","Fashion","USD","2017-12-18",4000,"2017-11-13 05:19:02",4010,26,"US",0,4010,4000,"successful"
"534","Tara Normal","Comics","Comics","USD","2013-11-05",4000,"2013-10-01 03:58:48",9047,226,"US",9047,9047,4000,"successful"
"219732","Recall of Cthulhu - A Children's Memory Matching Game","Tabletop Games","Games","USD","2015-09-26",7000,"2015-08-25 21:56:15",7883,201,"US",7883,7883,7000,"successful"
"249040","Granny's Dancing on the Table - a GRANNY-INVASION!","Narrative Film","Film & Video","USD","2012-06-01",50000,"2012-05-01 15:06:02",54284.72,928,"US",54284.72,54284.72,50000,"successful"
"206364","Spectrum Hunter Finishing Funds","Shorts","Film & Video","USD","2010-11-04",5000,"2010-10-05 21:40:12",155,4,"US",155,155,5000,"failed"
"173188","WWII Aviation Spotter Cards","Playing Cards","Games","USD","2016-03-22",10000,"2016-02-26 06:41:24",2825,84,"US",2825,2825,10000,"failed"
"354229","O Human Star Volume 1","Webcomics","Comics","USD","2014-11-16",15000,"2014-10-16 02:30:40",20197,415,"US",20197,20197,15000,"successful"
"76809","""The First Rule""","Shorts","Film & Video","USD","2012-06-23",10000,"2012-05-12 18:07:36",0,0,"US",0,0,10000,"failed"
"190356","North west espresso","Drinks","Food","USD","2014-12-20",15000,"2014-10-21 15:54:05",0,0,"US",0,0,15000,"failed"
"96925","Michael Susten & Company ""Ascending""","Performances","Dance","USD","2017-10-25",3000,"2017-08-29 01:01:38",3038,34,"US",790,3038,3000,"successful"
"309059","ArtUp: Growing Public Art in the LES","Art","Art","USD","2011-12-30",3000,"2011-12-02 15:34:56",3361,73,"US",3361,3361,3000,"successful"
"7524","The Cologne Wallet","Accessories","Fashion","USD","2015-08-08",6000,"2015-07-09 17:56:51",85,2,"US",85,85,6000,"failed"
"321121","Through the Fire: Rebuilding Somalia","Documentary","Film & Video","USD","2012-07-19",12800,"2012-06-19 23:03:31",13451,171,"US",13451,13451,12800,"successful"
"373175","Handcrafted Wood Pens created from Reclaimed Whiskey Barrels","Woodworking","Crafts","USD","2015-06-18",2000,"2015-05-19 06:04:06",6661,148,"US",6661,6661,2000,"successful"
"10701","Illusion","Playing Cards","Games","EUR","2016-03-01",2400,"2016-02-11 22:33:45",390,13,"ES",440.47,427.83,2632.79,"failed"
"260266","Day One - a short film","Narrative Film","Film & Video","USD","2017-03-01",1500,"2017-01-20 22:01:55",2540,33,"US",870,2540,1500,"successful"
"97887","The Accidental Addict and The Power of Positive Thinking","Academic","Publishing","USD","2017-02-08",1e+05,"2017-01-09 06:37:04",10,1,"US",0,10,1e+05,"failed"
"252874","Aubergine Pillow – Comfort in just a puff","Product Design","Design","SGD","2016-12-01",5000,"2016-11-01 15:01:04",23029.9,370,"SG",6623.12,16187.46,3514.44,"successful"
"133054","Aeterno Elementum: A Heavy Metal Opera","Theater","Theater","USD","2010-11-03",2259.61,"2010-10-04 09:28:47",2275,32,"US",2275,2275,2259.61,"successful"
"346362","Kam and Abbie's New Years Adventure","Science Fiction","Film & Video","USD","2015-12-17",5000,"2015-11-17 01:09:20",5470.69,43,"US",5470.69,5470.69,5000,"successful"
"207184","Build the West Clark Records Roster","Rock","Music","USD","2013-02-15",1000,"2013-01-16 02:25:04",10,1,"US",10,10,1000,"failed"
"330685","My Cousin, The Emperor: The Subway EPs Vol I and II (to be released Summer 2010)","Country & Folk","Music","USD","2010-05-17",5000,"2010-03-29 19:10:23",5220,45,"US",5220,5220,5000,"successful"
"144891","Empire Grown","Product Design","Design","USD","2014-05-02",10001,"2014-04-04 12:13:23",10095,80,"US",10095,10095,10001,"successful"
"24783","Madame Luna - 'The Kidnap'","Shorts","Film & Video","GBP","2014-04-12",5000,"2014-02-11 17:37:53",60,2,"GB",98.48,100.85,8404.07,"failed"
"5669","The Sky is Calling - Incredible Expandable Tour","Pop","Music","USD","2013-10-30",15000,"2013-10-08 23:16:19",16817.06,454,"US",16817.06,16817.06,15000,"successful"
"324446","The Thinking Drinkers' Guide To The Legends of Liquor","Festivals","Theater","GBP","2014-07-16",6000,"2014-06-17 10:38:16",6082.99,48,"GB",10330.2,10393.83,10252.03,"successful"
"263644","NOIX - Where Users Discover + Connect + Create + Network.","Apps","Technology","USD","2017-02-13",10000,"2016-12-15 01:56:12",130,5,"US",45,130,10000,"failed"
"27124","The Lake District by Night - A Unique Photography Exhibition","Places","Photography","GBP","2016-05-16",2000,"2016-04-11 13:33:54",2094,79,"GB",2957.94,3050.65,2913.71,"successful"
"186527","Finding Forgiveness: A Director's Journey","Documentary","Film & Video","USD","2014-03-03",3500,"2014-02-01 00:47:02",28,2,"US",28,28,3500,"failed"
"80803","The Sword of Krystaria -- Classic RPG fun with a deep story","Video Games","Games","USD","2017-09-10",35000,"2017-08-11 03:38:49",120,9,"US",40,120,35000,"failed"
"148425","Atera Restaurant Review","Journalism","Journalism","USD","2012-05-01",300,"2012-04-18 12:34:16",325,14,"US",325,325,300,"successful"
"182694","ComfyGreenhouseTM","Technology","Technology","CAD","2016-07-27",12000,"2016-06-26 17:31:45",11,3,"CA",7.7,8.35,9107.47,"failed"
"153046","Hurricane - The Game of Preparedness","Tabletop Games","Games","USD","2013-07-01",40000,"2013-06-01 06:06:45",3043,28,"US",3043,3043,40000,"failed"
"47532","Periscope Kit: Submarine Not Included","Interactive Design","Design","USD","2016-12-02",250,"2016-11-23 03:15:01",455,17,"US",0,455,250,"successful"
"42445","""Will the Kids Be OK?""","Documentary","Film & Video","USD","2012-11-15",20000,"2012-10-16 22:27:16",526,3,"US",526,526,20000,"failed"
"89629","SHOESHKABAG - INLINE SKATE SLING CONVERTIBLE SHOE BACKPACK","Product Design","Design","USD","2016-03-03",5000,"2016-02-02 19:24:31",2180,60,"US",2180,2180,5000,"failed"
"249722","A Connecticut Yankee in King Arthur's Court: Film Funding!","Film & Video","Film & Video","USD","2011-06-05",3500,"2011-05-06 03:55:21",0,0,"US",0,0,3500,"failed"
"182970","That Dream of Adam Thret the Mad Hatter by Seamlus M. Tpyare","Graphic Novels","Comics","USD","2015-10-12",25000,"2015-09-10 05:09:06",0,0,"US",0,0,25000,"failed"
"69316","5th Annual Harvey Milk Festival","Indie Rock","Music","USD","2014-04-21",3500,"2014-03-11 17:15:27",3500,17,"US",3500,3500,3500,"successful"
"140320","CPX | Max Power Min Size - Portable Battery Solution","Product Design","Design","USD","2014-08-07",12500,"2014-07-09 18:18:38",14717,172,"US",14717,14717,12500,"successful"
"293731","The NEW TMD needs your help!","Crafts","Crafts","USD","2014-11-15",3750,"2014-10-10 20:54:39",1097,13,"US",1097,1097,3750,"failed"
"185320","KUNG FU SWAGGA!","Comics","Comics","USD","2012-02-13",3000,"2012-01-14 06:35:05",65,4,"US",65,65,3000,"failed"
"206397","OPERATION: Curvy and Colorful!","Conceptual Art","Art","USD","2013-11-28",2500,"2013-10-29 17:32:27",520,18,"US",520,520,2500,"failed"
"204435","Art of the End Times : The Mythology of Everything","Painting","Art","USD","2012-12-12",2400,"2012-11-12 20:26:38",2,1,"US",2,2,2400,"failed"
"287126","NEW PLAY: No Strings Attached","Plays","Theater","USD","2017-11-18",2500,"2017-10-08 17:16:52",2841,35,"US",370,2841,2500,"successful"
"95135","AirTVision","Apps","Technology","USD","2017-08-22",80000,"2017-07-23 16:01:15",21,1,"US",21,21,80000,"failed"
"366604","Man in Ceiling","Comedy","Film & Video","USD","2015-03-07",12000,"2015-02-05 18:48:07",12273,158,"US",12273,12273,12000,"successful"
"73787","Custom Quilts on Demand","Design","Design","USD","2016-05-17",35000,"2016-04-15 22:38:12",1953,31,"US",1953,1953,35000,"failed"
"200516","The Other Side Anthology","Anthologies","Comics","USD","2016-03-23",23000,"2016-02-22 17:59:08",33813,1217,"US",33813,33813,23000,"successful"
"87030","Maryland Bikini Team Calendar","Photography","Photography","USD","2014-05-02",10000,"2014-03-03 21:02:56",225,5,"US",225,225,10000,"failed"
"53557","Social Fun™ The Board Game","Tabletop Games","Games","USD","2017-03-11",30000,"2017-02-09 19:59:18",192,6,"US",192,192,30000,"failed"
"225243","Help Adjoa share her love of Ghana's culture: the Adinkra EP","World Music","Music","GBP","2016-10-05",1165,"2016-09-05 10:29:20",1642,50,"GB",199.42,2024.49,1436.37,"successful"
"326956","$5 customizable virtual reality goggles cardboard kit","Technology","Technology","USD","2015-12-05",2500,"2015-11-05 19:15:56",474,29,"US",474,474,2500,"failed"
"115896","Scott Reed [Live] - original worship project","Music","Music","USD","2013-12-05",12000,"2013-11-05 03:17:19",17394,113,"US",17394,17394,12000,"successful"
"344280","Yellowstone ""Do we have to really leave""","Photography","Photography","USD","2014-04-15",10000,"2014-03-16 20:34:07",190,3,"US",190,190,10000,"failed"
"120590","""It's my favorite story!"" SwordPen Publishers Books For Kids","Children's Books","Publishing","USD","2017-05-24",75000,"2017-04-24 00:36:02",306,11,"US",20,306,75000,"failed"
"203186","Olin (A short film about box wine and sloth)","Shorts","Film & Video","USD","2010-09-16",4634,"2010-07-08 23:26:06",681.32,17,"US",681.32,681.32,4634,"failed"
"245687","BURN Salsa","Food","Food","USD","2012-11-24",3500,"2012-10-25 00:42:41",666,15,"US",666,666,3500,"failed"
"215062","Swavy Javi's Mobile Tattoo Studio","Art","Art","USD","2017-08-01",5000,"2017-06-17 00:12:51",26,2,"US",25,26,5000,"failed"
"272080","Blue Balls: Pin-Up Calendar for Testicular Cancer Awareness","Calendars","Publishing","USD","2017-04-14",2000,"2017-02-13 02:22:46",233,12,"US",125,233,2000,"failed"
"186194","Davidson Chorale Messiah Performance","Classical Music","Music","USD","2014-12-08",4000,"2014-10-31 16:30:33",4755,36,"US",4755,4755,4000,"successful"
"181092","Doktor X #1","Comics","Comics","USD","2013-10-10",3500,"2013-09-10 01:08:43",551,12,"US",551,551,3500,"failed"
"94408","""El Mestre"", the music of Miguel Llobet: a new CD","Classical Music","Music","USD","2012-07-19",8000,"2012-06-19 01:36:25",8135,87,"US",8135,8135,8000,"successful"
"230887","Keeping the Gleesons Out","Shorts","Film & Video","USD","2012-03-19",5000,"2012-02-16 21:34:30",1000,1,"US",1000,1000,5000,"failed"
"185890","TidyTilt for iPhone","Product Design","Design","USD","2012-01-30",10000,"2011-12-17 12:18:16",223174.6,4001,"US",223174.6,223174.6,10000,"successful"
"241318","""The Company"" a short film noir suspense thriller","Shorts","Film & Video","USD","2011-09-28",5500,"2011-08-26 06:40:40",1480,20,"US",1480,1480,5500,"failed"
"251729","Listen, Darkling","Drama","Film & Video","USD","2015-05-24",4500,"2015-04-23 16:59:50",4565,47,"US",4565,4565,4500,"successful"
"336520","Wimbleys: A True No-Show Fashion Sock by TAFT","Footwear","Fashion","USD","2014-04-23",29000,"2014-03-19 21:44:40",46880,1016,"US",46880,46880,29000,"successful"
